scans,query,obs.mass,GlycanMass,MonoisotopicY1mass,MonoisotopicPeptideMass,scan.time,precursorMZ,exact.mass,charge,peptideSequence,sequence,specificity,analysis,q.value,table2Sequence,n.sequence,title,modification
9421,506,3901.715772,2046,2058.03416073,1854.95478773,40.305,1301.5792,3901.695,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9421.txt,00000000001000000000
10101,507,2058.045372,203,2058.03416073,1854.95478773,42.3205,687.0224,2058.034,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10101.txt,00000000001000000000
9710,508,2701.277172,846,2058.03416073,1854.95478773,41.2195,901.433,2701.267,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9710.txt,00000000001000000000
9968,510,2058.044772,203,2058.03416073,1854.95478773,41.9725,687.0222,2058.034,3,QVPSGRRDGNVSLASEAL,QVPSGRRDGNVSLASEAL,2,glycoMod,0,QVPSGRRDGNVSLASEAL,QVPSGRRDGnVSLASEAL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9968.txt,00000000001000000000
8101,511,2888.234848,1008,2082.94877639,1879.86940339,36.312,1445.1247,2888.234,2,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8101.txt,00000000001000000000
7972,512,3050.295372,1170,2082.94877639,1879.86940339,35.927,1017.7724,3050.286,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn7972.txt,00000000001000000000
7843,513,3050.293872,1170,2082.94877639,1879.86940339,35.5531666666667,1017.7719,3050.286,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn7843.txt,00000000001000000000
8154,514,3050.297448,1170,2082.94877639,1879.86940339,36.4696666666667,1526.156,3050.286,2,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8154.txt,00000000001000000000
9268,515,3050.308572,1170,2082.94877639,1879.86940339,39.8573333333333,1017.7768,3050.286,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9268.txt,00000000001000000000
8211,516,3050.295972,1170,2082.94877639,1879.86940339,36.6423333333333,1017.7726,3050.286,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8211.txt,00000000001000000000
8089,517,3050.300172,1170,2082.94877639,1879.86940339,36.2765,1017.774,3050.286,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8089.txt,00000000001000000000
8560,519,3050.297472,1170,2082.94877639,1879.86940339,37.6791666666667,1017.7731,3050.286,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8560.txt,00000000001000000000
8087,520,3212.348848,1332,2082.94877639,1879.86940339,36.2701666666667,1607.1817,3212.339,2,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8087.txt,00000000001000000000
7955,522,3212.352972,1332,2082.94877639,1879.86940339,35.8835,1071.7916,3212.339,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn7955.txt,00000000001000000000
8074,523,3212.350872,1332,2082.94877639,1879.86940339,36.2226666666667,1071.7909,3212.339,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8074.txt,00000000001000000000
8153,525,2904.240072,1024,2082.94877639,1879.86940339,36.467,969.0873,2904.229,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8153.txt,00000000001000000000
8105,526,3107.323272,1227,2082.94877639,1879.86940339,36.3236666666667,1036.7817,3107.308,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8105.txt,00000000001000000000
8377,528,3050.306772,1170,2082.94877639,1879.86940339,37.0946666666667,1017.7762,3050.286,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8377.txt,00000000001000000000
7455,530,3066.300372,1186,2082.94877639,1879.86940339,34.4358333333333,1023.1074,3066.281,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn7455.txt,00000000001000000000
8026,531,3050.301848,1170,2082.94877639,1879.86940339,36.0761666666667,1526.1582,3050.286,2,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8026.txt,00000000001000000000
8080,532,2888.248272,1008,2082.94877639,1879.86940339,36.2463333333333,963.7567,2888.234,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8080.txt,00000000001000000000
8081,533,3269.376672,1389,2082.94877639,1879.86940339,36.249,1090.7995,3269.361,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8081.txt,00000000001000000000
7993,537,3253.385772,1373,2082.94877639,1879.86940339,35.9875,1085.4692,3253.366,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn7993.txt,00000000001000000000
7944,540,3374.410572,1494,2082.94877639,1879.86940339,35.8475,1125.8108,3374.392,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn7944.txt,00000000001000000000
7981,542,3374.406848,1494,2082.94877639,1879.86940339,35.9516666666667,1688.2107,3374.392,2,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn7981.txt,00000000001000000000
8004,543,3618.524772,1738,2082.94877639,1879.86940339,36.0185,1207.1822,3618.498,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8004.txt,00000000001000000000
8348,545,3212.347872,1332,2082.94877639,1879.86940339,37.0181666666667,1071.7899,3212.339,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8348.txt,00000000001000000000
8213,550,3212.330772,1332,2082.94877639,1879.86940339,36.6476666666667,1071.7842,3212.339,3,TGTQGEIRTNCSVVNSAS,TGTQGEIRTNCSVVNSAS,2,glycoMod,0,TGTQGEIRTNCSVVNSAS,TGTQGEIRTnCSVVNSAS,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8213.txt,00000000001000000000
11930,551,2605.240872,203,2605.2256029,2402.1462299,47.7526666666667,869.4209,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11930.txt,0000001000000000000000000
10356,552,2605.238448,203,2605.2256029,2402.1462299,43.0541666666667,1303.6265,2605.225,2,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10356.txt,0000001000000000000000000
12353,553,2605.236072,203,2605.2256029,2402.1462299,49.128,869.4193,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12353.txt,0000001000000000000000000
11791,554,2605.227372,203,2605.2256029,2402.1462299,47.3238333333333,869.4164,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11791.txt,0000001000000000000000000
10151,555,3572.579772,1170,2605.2256029,2402.1462299,42.4751666666667,1191.8672,3572.563,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10151.txt,0000001000000000000000000
10437,556,2605.238472,203,2605.2256029,2402.1462299,43.3076666666667,869.4201,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10437.txt,0000001000000000000000000
10322,557,2605.236072,203,2605.2256029,2402.1462299,42.9575,869.4193,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10322.txt,0000001000000000000000000
11122,558,2605.235472,203,2605.2256029,2402.1462299,45.3736666666667,869.4191,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11122.txt,0000001000000000000000000
11001,559,2605.243572,203,2605.2256029,2402.1462299,45.0158333333333,869.4218,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11001.txt,0000001000000000000000000
11282,560,3734.608096,1332,2605.2256029,2402.1462299,45.8595,934.6593,3734.616,4,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11282.txt,0000001000000000000000000
11668,562,2605.238172,203,2605.2256029,2402.1462299,46.9686666666667,869.42,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11668.txt,0000001000000000000000000
10026,563,3572.584272,1170,2605.2256029,2402.1462299,42.1331666666667,1191.8687,3572.563,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10026.txt,0000001000000000000000000
10174,564,3410.527296,1008,2605.2256029,2402.1462299,42.544,853.6391,3410.511,4,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10174.txt,0000001000000000000000000
10050,565,3410.527296,1008,2605.2256029,2402.1462299,42.2025,853.6391,3410.511,4,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10050.txt,0000001000000000000000000
10355,566,2605.237696,203,2605.2256029,2402.1462299,43.0523333333333,652.3167,2605.225,4,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10355.txt,0000001000000000000000000
10031,567,3467.551572,1065,2605.2256029,2402.1462299,42.1468333333333,1156.8578,3467.532,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10031.txt,0000001000000000000000000
10170,568,3467.548872,1065,2605.2256029,2402.1462299,42.5323333333333,1156.8569,3467.532,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10170.txt,0000001000000000000000000
12055,569,2605.244172,203,2605.2256029,2402.1462299,48.147,869.422,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12055.txt,0000001000000000000000000
10875,570,2605.237872,203,2605.2256029,2402.1462299,44.649,869.4199,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10875.txt,0000001000000000000000000
10631,571,3410.527872,1008,2605.2256029,2402.1462299,43.9153333333333,1137.8499,3410.511,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10631.txt,0000001000000000000000000
12450,572,2605.238772,203,2605.2256029,2402.1462299,49.466,869.4202,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12450.txt,0000001000000000000000000
11260,573,2605.236972,203,2605.2256029,2402.1462299,45.8008333333333,869.4196,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11260.txt,0000001000000000000000000
10764,574,2605.244172,203,2605.2256029,2402.1462299,44.2963333333333,869.422,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10764.txt,0000001000000000000000000
10129,575,3572.580496,1170,2605.2256029,2402.1462299,42.394,894.1524,3572.563,4,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10129.txt,0000001000000000000000000
10125,576,3410.525472,1008,2605.2256029,2402.1462299,42.3836666666667,1137.8491,3410.511,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10125.txt,0000001000000000000000000
11545,577,2605.242672,203,2605.2256029,2402.1462299,46.6188333333333,869.4215,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11545.txt,0000001000000000000000000
10463,578,2605.238096,203,2605.2256029,2402.1462299,43.3955,652.3168,2605.225,4,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10463.txt,0000001000000000000000000
10244,579,3410.528172,1008,2605.2256029,2402.1462299,42.7291666666667,1137.85,3410.511,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10244.txt,0000001000000000000000000
12225,580,2605.238472,203,2605.2256029,2402.1462299,48.6838333333333,869.4201,2605.225,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12225.txt,0000001000000000000000000
10227,581,2954.374572,552,2605.2256029,2402.1462299,42.6828333333333,985.7988,2954.363,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10227.txt,0000001000000000000000000
10470,582,2605.237448,203,2605.2256029,2402.1462299,43.4245,1303.626,2605.225,2,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10470.txt,0000001000000000000000000
10136,584,3410.526648,1008,2605.2256029,2402.1462299,42.417,1706.2706,3410.511,2,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10136.txt,0000001000000000000000000
9996,585,3572.584496,1170,2605.2256029,2402.1462299,42.0503333333333,894.1534,3572.563,4,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9996.txt,0000001000000000000000000
10301,587,2808.317172,406,2605.2256029,2402.1462299,42.8933333333333,937.113,2808.305,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10301.txt,0000001000000000000000000
9991,588,3410.532672,1008,2605.2256029,2402.1462299,42.036,1137.8515,3410.511,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9991.txt,0000001000000000000000000
10078,589,3629.600772,1227,2605.2256029,2402.1462299,42.2698333333333,1210.8742,3629.585,3,LDSTANNTAEKDAAPNNPSLRGF,LDSTANNTAEKDAAPNNPSLRGF,2,glycoMod,0,LDSTANNTAEKDAAPNNPSLRGF,LDSTAnNTAEKDAAPNNPSLRGF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10078.txt,0000001000000000000000000
